,title,location,reviews,date,contribution,upvote,reviewer_name,ratings,start_time,end_time,sentences,phrases,score,asp_word,det_word
220,Funky place for alternative lifestyles,,"""The Drive"" is in the old Italian neighbourhood and still has some remnants of it's past, but has been usurped by the alternative grunge/punk/gay/lesbian crowd in the past few decades. Great, funky restaurants and food stores.","January 23, 2013",0,0,,4.0,2021-06-18 21:27:37.488086,2021-06-18 21:27:37.577566,"""The Drive"" is in the old Italian neighbourhood and still has some remnants of",is in the old Italian neighbourhood and still has some remnants of,0.8157501220703125,housing,neighbourhood
224,Nice array of alternative pubs and restaurants,,"Commercial drive is quite nice at night. There are many pubs and restaurants, mostly for younger people who likes the alternative lifestyle. Most places around here are affordable and not pretentious.","November 29, 2012",0,0,,4.0,2021-06-18 21:27:37.825527,2021-06-18 21:27:37.905987,Most places around here are affordable and not pretentious.,are affordable and not pretentious,0.9935518503189087,housing,affordable
227,The Drive,,"I live walking distance to this neighbourhood strip. This is a fun and lively street thats great for eating, people watching, unique shopping, and a general fun atmosphere.","October 30, 2012",0,0,,5.0,2021-06-18 21:27:38.067444,2021-06-18 21:27:38.151387,I live walking distance to this neighbourhood strip.,live walking distance to this neighbourhood strip,0.9828269481658936,housing,neighbourhood
237,A happening place for east-side locals,,"The neighbourhood is mostly Italians, and other mixed ethnic groups. Lots of nice eateries and funky shops there. Becoming a safer neighbourhood in the last decade.","September 3, 2012",0,0,,3.0,2021-06-18 21:27:52.927822,2021-06-18 21:27:53.007210,"The neighbourhood is mostly Italians, and other mixed ethnic groups.",The neighbourhood,-0.7045567631721497,housing,neighbourhood
237,A happening place for east-side locals,,"The neighbourhood is mostly Italians, and other mixed ethnic groups. Lots of nice eateries and funky shops there. Becoming a safer neighbourhood in the last decade.","September 3, 2012",0,0,,3.0,2021-06-18 21:27:52.927822,2021-06-18 21:27:53.007210,Becoming a safer neighbourhood in the last decade.,a safer neighbourhood,0.9977709054946899,housing,neighbourhood
240,Wonderful Atmosphere,,"Having grown up in East Vancouver I took my daughters to Commercial Dr for a Saturday shopping trip. I wasn't expecting much as they're very much West Vancouver girls, but was so pleasantly surprised to find that they absolutely loved the small shops, cafes and neighbourhood park. I wish West Vancouver had this type of shopping experience, but since they don't I definitely know where to get my cultural fix when needed.","August 23, 2012",0,0,,5.0,2021-06-18 21:28:04.398152,2021-06-18 21:28:04.492585,"I wasn't expecting much as they're very much West Vancouver girls, but was so pleasantly surprised to find that they absolutely loved the small shops, cafes and neighbourhood park.","wasn't expecting much as they're very much West Vancouver girls, but was so pleasantly surprised to find that they absolutely loved the small shops, cafes and neighbourhood park",0.997850775718689,housing,neighbourhood
250,The essence of Vancouver,,"""The Drive"" ain't glam, but it represents a lot of what Vancouver REALLY is these days. Rain City is more than Stanley Park, glass condo towers on the West End and spiffed-up tourist centres near the cruise ship terminal. Real people live here too, and Commercial is a good place to see a cross-section of them.It's grimy in spots -- one of the highest ratios of tattoos/piercings per pedestrian that you'll find in the city. Panhandlers, skateboarders, junkies -- they're all there. If you're lucky, you'll spot author Chris Walter, whose novels chronicle the lifestyles of the down-and-out. Look for a tall bald guy covered in tattoos -- Vancouver's version of Hunter S. Thompson. Buy a copy of one of his books in any of the bookstores on The Drive, if you can find them -- they sell out quick at the used bookstores. You'll find out about the things the tourist guides DON'T want you to know.The food scene is eclectically good. Commercial used to be the Italian district, and there is a lingering whiff of Italia there, but mostly the eateries are diverse, funky and cheap (for Vancouver.) Great grocery stores too, everything from Middle Eastern to health food. Hardware to head shops, you can buy most anything you want. True local hang out and shop here. I'd rather be on grungy Commercial than high-tone Robson Street any day.","July 6, 2012",0,0,,4.0,2021-06-18 21:28:19.380090,2021-06-18 21:28:19.478881,"Rain City is more than Stanley Park, glass condo towers on the West End and spiffed-up tourist centres near the cruise ship terminal.",glass condo towers on the West End,0.9963924288749695,housing,condo
259,Funky little area with some great little restaurants and shops.,,"A formerly older, tired area on outskirts of Vancouver that has recently revived as a desirable residential area (older, worn Victorian homes being purchased and restored by today's younger families). A strong sense of community has given the area new life, along with interesting little shops and restaurants, some of which can compete with downtown Vancouver's finest. Lots of community events and colourful street fairs throughout the year make it a happening place to visit.","March 29, 2012",0,0,,4.0,2021-06-18 21:28:20.134225,2021-06-18 21:28:20.212126,"A formerly older, tired area on outskirts of Vancouver that has recently revived as a desirable residential area (older, worn Victorian homes being purchased and restored by today's younger families).","that has recently revived as a desirable residential area (older, worn Victorian homes being purchased and restored by today's younger families)",0.9982606768608093,housing,residential
270,A funky neighbourhood with shops and restaurants,,"This area has lost a lot of its original ""Italian"" neighbourhood feel but it is still a fun place to wander around. Some interesting independant shops and restaurants but I don't think it still really has the Little Italy feel of many years ago. There are a few exceptions (some great coffee places and delis).","January 5, 2012",0,0,,3.0,2021-06-18 21:28:45.991294,2021-06-18 21:28:46.081919,"This area has lost a lot of its original ""Italian"" neighbourhood feel but it is still a fun place to wander around.","This area has lost a lot of its original ""Italian"" neighbourhood feel",0.996485710144043,housing,neighbourhood
277,Typical,,"This is your typical bohemian neighborhood. Nothing to recommend it against any other big-city, bohemian neighborhood. Some good food to be had, of course....","September 5, 2009",0,0,,3.0,2021-06-18 21:28:46.579818,2021-06-18 21:28:46.659425,This is your typical bohemian neighborhood.,is your typical bohemian neighborhood,0.9536603093147278,housing,neighborhood
277,Typical,,"This is your typical bohemian neighborhood. Nothing to recommend it against any other big-city, bohemian neighborhood. Some good food to be had, of course....","September 5, 2009",0,0,,3.0,2021-06-18 21:28:46.579818,2021-06-18 21:28:46.659425,"Nothing to recommend it against any other big-city, bohemian neighborhood.","to recommend it against any other big-city, bohemian neighborhood",-0.989968478679657,housing,neighborhood
278,Commercial Drive is Vancouver's Urban Village!,,"Great neighbourhood! This is the perfect fusion of a creative, bohemian neighbourhood and the atmosphere of an intimate, busy European city. You won't find any other neighbourhood in Vancouver with this kind of ethnic diversity. Savour every type of cuisine you can think of from classic Italian to asian fusion; from bistro fare with a cold draft beer to award-winning restaurants and fine wines. Commercial Drive is also one of the best examples of unique, single-location, owner-operated businesses you'll anywhere in North America. Places like JN&Z Deli, where you get Kolbasa that's made and smoked on the premises. Fratelli's Bakery (great Saint Honore); La Grotta del Formaggio (best cheese shop in the City); Lombardo's Pizza (award-winning pizza al forno); the list goes on... You just have to visit and find out for yourself. Great website too: <URL>","April 30, 2009",0,0,,5.0,2021-06-18 21:28:46.659430,2021-06-18 21:28:46.737696,"This is the perfect fusion of a creative, bohemian neighbourhood and the atmosphere of an intimate, busy European city.","is the perfect fusion of a creative, bohemian neighbourhood and the atmosphere of an intimate, busy European city",0.9999806880950928,housing,neighbourhood
